active,comment,id,group_ids
TRUE,,sd.BAR_threshold_valueview_compute_schedulers_wizard_procure_calculation_threshold,"Sup_Supply_System_Administrator,Sup_Purchase_Officer,Sup_Purchase_Manager,Sup_Warehouse_Manager"
TRUE,,sd.BAR_supplier_cataloguesupplier_catalogue_form_view_catalogue_import_lines,"Sup_Purchase_Manager,Sup_Supply_System_Administrator,Sup_Supply_Config"
TRUE,,sd.BAR_supplier_cataloguesupplier_catalogue_form_view_check_lines_to_fix,"Sup_Purchase_Manager,Sup_Supply_System_Administrator,Sup_Supply_Config"
TRUE,,sd.BAR_supplier_cataloguesupplier_catalogue_form_view_clear_error,"Sup_Purchase_Manager,Sup_Supply_System_Administrator,Sup_Supply_Config"
TRUE,,sd.BAR_supplier_cataloguesupplier_catalogue_form_view_add_multiple_lines,"Sup_Purchase_Manager,Sup_Supply_System_Administrator,Sup_Supply_Config"
TRUE,,sd.BAR_supplier_cataloguesupplier_catalogue_form_view_button_remove_lines,"Sup_Purchase_Manager,Sup_Supply_System_Administrator,Sup_Supply_Config"
TRUE,,sd.BAR_supplier_cataloguesupplier_catalogue_form_view_button_confirm,"Sup_Purchase_Manager,Sup_Supply_System_Administrator,Sup_Supply_Config"
TRUE,,sd.BAR_supplier_cataloguesupplier_catalogue_form_view_button_draft,"Sup_Purchase_Manager,Sup_Supply_System_Administrator,Sup_Supply_Config"
TRUE,,sd.BAR_supplier_cataloguesupplier_historical_catalogue_form_view_open_historical_prices,"Sup_Purchase_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_supplier_cataloguecatalogue_partner_form_open_lines,"Sup_Purchase_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_supplier_cataloguefrom_supplier_choose_catalogue_form_view_open_catalogue,"Sup_Purchase_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_procurement_autoautomatic_supply_form_view_choose_change_frequence,"Sup_Supply_System_Administrator,Sup_Purchase_Manager,Sup_Warehouse_Manager"
TRUE,,sd.BAR_procurement_autoview_compute_schedulers_wizard_procure_calculation,"Sup_Supply_System_Administrator,Sup_Purchase_Officer,Sup_Purchase_Manager,Sup_Warehouse_Manager"
TRUE,,sd.BAR_import_dataview_import_datas_import_csv,"Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_import_dataview_import_products_import_csv,"Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_import_dataview_update_products_import_csv,"Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_sale_overridesale_order_type_form_view_open_split_wizard,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_sale_overridesale_order_type_form_view_ask_unlink,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_sale_overrideview_order_line_to_correct_form_save_and_close,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_sale_overridesale_order_unlink_wizard_cancel_fo,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_sale_overridesale_order_unlink_wizard_close_window,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_sale_overridesale_order_cancelation_wizard_form_view_resource_lines,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_sale_overridesale_order_cancelation_wizard_form_view_only_cancel,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_sale_overridesplit_sale_order_line_view_split_line,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_sale_overridesale_order_change_currency_view_apply_to_lines,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_unifield_setupview_restrictive_countries_setup_go_to_products,"Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_purchase_overridepurchase_order_type_form_view_open_split_wizard,"Sup_Purchase_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_purchase_overridepurchase_order_type_form_view_ask_unlink,"Sup_Purchase_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_purchase_overridepurchase_order_type_form_view_dpo_received,"Sup_Purchase_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_purchase_overridepurchase_order_confirm_wizard_validate_order,"Sup_Purchase_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_purchase_overridepurchase_order_line_unlink_wizard_form_view_just_cancel,"Sup_Purchase_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_purchase_overridepurchase_order_line_unlink_wizard_form_view_cancel_and_resource,"Sup_Supply_System_Administrator,Sup_Purchase_CR"
TRUE,,sd.BAR_purchase_overridepurchase_order_cancel_wizard_form_view_cancel_po,"Sup_Purchase_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_purchase_overridepurchase_order_cancel_wizard_form_view_cancel_and_resource,"Sup_Supply_System_Administrator,Sup_Purchase_CR"
TRUE,,sd.BAR_purchase_overrideask_po_cancel_wizard_form_view_close_window,"Sup_Purchase_Officer,Sup_Purchase_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_purchase_overrideask_po_cancel_wizard_form_view_cancel_po,"Sup_Purchase_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_purchase_overridesplit_purchase_order_line_view_split_line,"Sup_Purchase_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_purchase_overridepurchase_order_change_currency_view_apply_to_lines,"Sup_Purchase_Manager,Sup_Supply_System_Administrator,Sup_Purchase_Officer"
TRUE,,sd.BAR_order_typesstock_certificate_picking_form_view_attach_certificate,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_order_typesstock_pirnt_certificate_form_view_print_certificate,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_order_typesstock_picking_not_available_form_view_yes,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_order_typesstock_picking_not_available_form_view_no,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_procurement_requestprocurement_request_form_view_open_order_line_to_correct,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_procurement_requestprocurement_request_form_view_open_split_wizard,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_procurement_requestprocurement_request_form_view_procurement_cancel,"Sup_Supply_System_Administrator,Sup_Demand_Manager,Sup_Requester,Sup_Request_Validator"
TRUE,,sd.BAR_procurement_requestprocurement_request_form_view_procurement_validate,"Sup_Supply_System_Administrator,Sup_Demand_Manager,Sup_Request_Validator"
TRUE,,sd.BAR_procurement_requestprocurement_request_form_view_procurement_confirm,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_procurement_requestwizard_import_list_init_import_file,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_procurement_requestwizard_import_list_done_close_window,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_specific_rulesview_production_lot_tree_unlink,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_specific_rulesstock_initial_inventory_form_view_action_cancel_inventary,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_specific_rulesstock_initial_inventory_form_view_action_confirm,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_specific_rulesstock_initial_inventory_form_view_action_done,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_specific_rulesstock_initial_inventory_form_view_action_cancel_draft,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_composition_kit_form_reset_to_version,"Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_composition_kit_form_modify_expiry_date,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_composition_kit_form_action_cancel,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_composition_kit_form_mark_as_inactive,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_composition_kit_form_mark_as_active,"Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_composition_kit_form_mark_as_completed,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_composition_kit_form_substitute_items,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_composition_kit_form_de_kitting,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_composition_kit_form_close_kit,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitpurchase_order_form_de_kitting,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_order_form_inherit_de_kitting,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitpurchase_order_line_form_view_de_kitting,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_creation_form_do_reset_to_version,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_creation_form_do_process_to_consume,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_creation_form_dummy_function,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_creation_form_start_production,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_creation_form_do_process_to_consume2,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_creation_form_split_stock_move,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_creation_form_force_assign,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_creation_form_cancel_assign,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_creation_form_validate_assign,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_creation_form_assign_to_kit,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_creation_form_cancel_all_lines,"Useability / No One,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_creation_form_cancel_availability_all_lines,"Useability / No One,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_creation_form_force_assign2,"Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_creation_form_consolidate_lines,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_creation_form_check_availability,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_creation_form_validate_assign_all_lines,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_creation_form_process_to_consume,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_creation_form_action_cancel,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_creation_form_confirm_kitting,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_substitute_form_check_integrity,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_substitute_form_check_availability,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_substitute_form_do_substitute,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_substitute_form_do_de_kitting,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_confirm_form_wizard_back_step,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_confirm_form_wizard_do_action,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_selection_form_wizard_import_items,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_selection_form_wizard_do_de_kitting,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_selection_sale_form_wizard_import_items,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_kit_selection_sale_form_wizard_do_de_kitting,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_modify_expiry_date_form_wizard_compute_date,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_modify_expiry_date_form_wizard_do_modify_expiry_date,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_process_to_consume_form_do_process_to_consume,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_assign_to_kit_form_refresh_kit_creation_view,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_assign_to_kit_form_automatic_assignment,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_kitview_assign_to_kit_form_do_assign_to_kit,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_sourcingsourcing_line_normal_tree_view_open_split_wizard,"Sup_Demand_Manager,Sup_Purchase_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_sourcingsourcing_line_normal_tree_view_confirmLine,"Sup_Demand_Manager,Sup_Purchase_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_sourcingsourcing_line_normal_tree_view_unconfirmLine,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_sourcingmulitple_sourcing_wizard_form_view_save_lines,"Sup_Purchase_Officer,Sup_Purchase_Manager,Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_sourcingmulitple_sourcing_wizard_form_view_source_lines,"Sup_Supply_System_Administrator,Sup_Purchase_Manager,Sup_Demand_Manager"
TRUE,,sd.BAR_sourcingmulitple_sourcing_wizard_form_view_save_source_lines,"Sup_Supply_System_Administrator,Sup_Purchase_Manager,Sup_Demand_Manager"
TRUE,,sd.BAR_msf_outgoingview_picking_ticket_tree_create_picking,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_picking_ticket_tree_validate_picking,"Sup_Supply_System_Administrator,Sup_Warehouse_Manager,Sup_Store_Keeper"
TRUE,,sd.BAR_msf_outgoingview_picking_ticket_form_cancel_assign,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_picking_ticket_form_force_assign,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_picking_ticket_form_action_confirm,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_picking_ticket_form_call_cancel_wizard,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_picking_ticket_form_button_cancel,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_picking_ticket_form_action_confirm_moves,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_picking_ticket_form_action_assign,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_picking_ticket_form_convert_to_standard,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_picking_ticket_form_create_picking,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_picking_ticket_form_validate_picking,"Sup_Supply_System_Administrator,Sup_Warehouse_Manager,Sup_Store_Keeper"
TRUE,,sd.BAR_msf_outgoingview_ppl_tree_ppl,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_ppl_form_force_assign,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_ppl_form_cancel_assign,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_ppl_form_action_assign,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_ppl_form_ppl,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_packing_form_force_assign,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_packing_form_cancel_assign,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_packing_form_button_cancel,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_packing_form_action_assign,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_packing_form_packing,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_packing_form_stockact_stock_return_picking,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_shipment_tree_create_shipment,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_shipment_tree_ship,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_shipment_tree_validate,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_shipment_form_return_packs,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_shipment_form_create_shipment,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_shipment_form_action_cancel,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_shipment_form_ship,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_shipment_form_return_packs_from_shipment,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_shipment_form_validate,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_shipment_form_set_delivered,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingstock_move_memory_tree_picking_split,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingstock_move_memory_tree_ppl_split,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingstock_move_memory_tree_shipment_returnpacksfromshipment_split,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_split_memory_move_form_wizard_cancel,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_outgoingview_split_memory_move_form_wizard_split,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_delivery_mechanismstock_move_memory_tree_in_change_product,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_delivery_mechanismstock_move_memory_tree_out_split,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_delivery_mechanismview_enter_reason_form_wizard_do_cancel,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator,Sup_Store_Keeper"
TRUE,,sd.BAR_tender_flowtender_form_ask_unlink,"Sup_Supply_System_Administrator,Sup_Purchase_Officer,Sup_Purchase_Manager"
TRUE,,sd.BAR_tender_flowtender_form_cancel_tender,"Sup_Supply_System_Administrator,Sup_Purchase_Officer,Sup_Purchase_Manager"
TRUE,,sd.BAR_tender_flowtender_form_button_generate,"Sup_Supply_System_Administrator,Sup_Purchase_Officer,Sup_Purchase_Manager"
TRUE,,sd.BAR_tender_flowtender_form_compare_rfqs,"Sup_Supply_System_Administrator,Sup_Purchase_Manager"
TRUE,,sd.BAR_tender_flowtender_form_update_supplier_info,"Sup_Supply_System_Administrator,Sup_Purchase_Manager"
TRUE,,sd.BAR_tender_flowtender_form_button_done,"Sup_Supply_System_Administrator,Sup_Purchase_Manager"
TRUE,,sd.BAR_tender_flowtender_form_create_po,"Sup_Supply_System_Administrator,Sup_Purchase_Officer,Sup_Purchase_Manager"
TRUE,,sd.BAR_tender_flowtender_form_done,"Sup_Supply_System_Administrator,Sup_Purchase_Officer,Sup_Purchase_Manager"
TRUE,,sd.BAR_tender_flowtender_line_cancel_wizard_form_view_just_cancel,"Sup_Supply_System_Administrator,Sup_Purchase_Officer,Sup_Purchase_Manager"
TRUE,,sd.BAR_tender_flowtender_line_cancel_wizard_form_view_cancel_and_resource,"Sup_Supply_System_Administrator,Sup_Purchase_CR"
TRUE,,sd.BAR_tender_flowask_tender_cancel_wizard_form_view_close_window,"Sup_Supply_System_Administrator,Sup_Purchase_Officer,Sup_Purchase_Manager"
TRUE,,sd.BAR_tender_flowask_tender_cancel_wizard_form_view_just_cancel,"Sup_Supply_System_Administrator,Sup_Purchase_Officer,Sup_Purchase_Manager"
TRUE,,sd.BAR_tender_flowtender_cancel_wizard_form_view_just_cancel,"Sup_Supply_System_Administrator,Sup_Purchase_Officer,Sup_Purchase_Manager"
TRUE,,sd.BAR_tender_flowtender_cancel_wizard_form_view_cancel_and_resource,"Sup_Supply_System_Administrator,Sup_Purchase_CR"
TRUE,,sd.BAR_stock_forecastview_stock_forecast_from_do_print,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_stock_forecastview_stock_forecast_from_do_export,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_stock_forecastview_stock_forecast_from_do_graph,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_stock_forecastview_stock_forecast_from_do_forecast,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_cross_dockingview_picking_out_cross_docking_form_button_cross_docking,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_cross_dockingview_picking_out_cross_docking_form_button_stock,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_cross_dockingview_picking_out_cross_docking_form_button_cross_docking_all,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_cross_dockingview_picking_out_cross_docking_form_button_stock_all,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_cross_dockingview_picking_ticket_cross_docking_form_button_cross_docking,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_cross_dockingview_picking_ticket_cross_docking_form_button_stock,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_cross_dockingview_picking_ticket_cross_docking_form_button_cross_docking_all,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_cross_dockingview_picking_ticket_cross_docking_form_button_stock_all,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_cross_dockingview_ppl_cross_docking_form_button_cross_docking,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_cross_dockingview_ppl_cross_docking_form_button_stock,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_cross_dockingview_ppl_cross_docking_form_button_cross_docking_all,"Sup_Store_Keeper,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
